asset_id,cse_id,asset_type,criticality,business_function,environment,monitoring_status
AST-CSE-037-036,CSE-037,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-037-037,CSE-037,Domain Controller (AD),MEDIUM,Identity and Access Management,Production,ACTIVE
AST-CSE-037-038,CSE-037,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-037-039,CSE-037,SCADA RTU / PLC,LOW,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-037-040,CSE-037,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-037-041,CSE-037,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-037-042,CSE-037,NextGen Firewall,LOW,Perimeter Defense,Staging,ACTIVE
AST-CSE-037-043,CSE-037,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-037-044,CSE-037,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-037-045,CSE-037,NextGen Firewall,LOW,Perimeter Defense,DR,ACTIVE
AST-CSE-037-046,CSE-037,Web Application Server,LOW,Customer Portal,Staging,ACTIVE
AST-CSE-037-047,CSE-037,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-037-048,CSE-037,OT Engineering Workstation,LOW,Substation Automation,DR,ACTIVE
AST-CSE-038-001,CSE-038,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-038-002,CSE-038,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-038-003,CSE-038,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-038-004,CSE-038,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-038-005,CSE-038,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-038-006,CSE-038,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-038-007,CSE-038,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-038-008,CSE-038,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-038-009,CSE-038,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-038-010,CSE-038,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-038-011,CSE-038,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-038-012,CSE-038,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-038-013,CSE-038,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-038-014,CSE-038,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-038-015,CSE-038,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-038-016,CSE-038,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-038-017,CSE-038,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-038-018,CSE-038,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-038-019,CSE-038,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-038-020,CSE-038,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-038-021,CSE-038,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-038-022,CSE-038,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-038-023,CSE-038,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-038-024,CSE-038,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-038-025,CSE-038,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-038-026,CSE-038,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-038-027,CSE-038,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-038-028,CSE-038,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-038-029,CSE-038,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-038-030,CSE-038,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-038-031,CSE-038,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-038-032,CSE-038,Domain Controller (AD),MEDIUM,Identity and Access Management,DR,ACTIVE
AST-CSE-038-033,CSE-038,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-038-034,CSE-038,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-038-035,CSE-038,NextGen Firewall,MEDIUM,Perimeter Defense,Production,ACTIVE
AST-CSE-038-036,CSE-038,SCADA RTU / PLC,LOW,Industrial Control Gateway,DR,ACTIVE
AST-CSE-038-037,CSE-038,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-038-038,CSE-038,SIEM Collector Node,LOW,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-038-039,CSE-038,Relational Database Server,MEDIUM,Transactional Database,DR,ACTIVE
AST-CSE-038-040,CSE-038,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-038-041,CSE-038,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-038-042,CSE-038,Core Banking Switch,MEDIUM,Payment Processing Engine,Production,ACTIVE
AST-CSE-038-043,CSE-038,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-038-044,CSE-038,OT Engineering Workstation,MEDIUM,Substation Automation,Staging,ACTIVE
AST-CSE-038-045,CSE-038,Relational Database Server,MEDIUM,Transactional Database,Production,ACTIVE
AST-CSE-038-046,CSE-038,Relational Database Server,LOW,Transactional Database,DR,ACTIVE
AST-CSE-038-047,CSE-038,Core Banking Switch,LOW,Payment Processing Engine,Staging,ACTIVE
AST-CSE-038-048,CSE-038,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-038-049,CSE-038,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-039-001,CSE-039,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-039-002,CSE-039,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-039-003,CSE-039,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-039-004,CSE-039,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-039-005,CSE-039,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-039-006,CSE-039,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-039-007,CSE-039,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-039-008,CSE-039,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-039-009,CSE-039,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-039-010,CSE-039,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-039-011,CSE-039,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-039-012,CSE-039,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-039-013,CSE-039,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-039-014,CSE-039,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-039-015,CSE-039,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-039-016,CSE-039,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-039-017,CSE-039,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-039-018,CSE-039,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-039-019,CSE-039,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-039-020,CSE-039,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-039-021,CSE-039,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-039-022,CSE-039,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-039-023,CSE-039,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-039-024,CSE-039,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-039-025,CSE-039,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-039-026,CSE-039,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-039-027,CSE-039,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-039-028,CSE-039,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-039-029,CSE-039,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-039-030,CSE-039,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-039-031,CSE-039,Domain Controller (AD),LOW,Identity and Access Management,DR,ACTIVE
AST-CSE-039-032,CSE-039,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-039-033,CSE-039,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-039-034,CSE-039,SIEM Collector Node,LOW,Telemetry Aggregation,Production,ACTIVE
AST-CSE-039-035,CSE-039,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-039-036,CSE-039,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-039-037,CSE-039,Relational Database Server,MEDIUM,Transactional Database,DR,ACTIVE
AST-CSE-039-038,CSE-039,Web Application Server,LOW,Customer Portal,DR,ACTIVE
AST-CSE-039-039,CSE-039,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-039-040,CSE-039,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-039-041,CSE-039,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-039-042,CSE-039,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-039-043,CSE-039,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-039-044,CSE-039,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-039-045,CSE-039,SCADA RTU / PLC,LOW,Industrial Control Gateway,Production,ACTIVE
AST-CSE-039-046,CSE-039,Relational Database Server,MEDIUM,Transactional Database,DR,ACTIVE
AST-CSE-040-001,CSE-040,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-002,CSE-040,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-003,CSE-040,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-040-004,CSE-040,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-040-005,CSE-040,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-006,CSE-040,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-040-007,CSE-040,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-040-008,CSE-040,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-040-009,CSE-040,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-010,CSE-040,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-040-011,CSE-040,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-040-012,CSE-040,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-040-013,CSE-040,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-040-014,CSE-040,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-015,CSE-040,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-016,CSE-040,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-040-017,CSE-040,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-040-018,CSE-040,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-019,CSE-040,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-040-020,CSE-040,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-040-021,CSE-040,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-022,CSE-040,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-023,CSE-040,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-024,CSE-040,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-040-025,CSE-040,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-040-026,CSE-040,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-027,CSE-040,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-028,CSE-040,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-029,CSE-040,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-040-030,CSE-040,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-040-031,CSE-040,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-032,CSE-040,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-040-033,CSE-040,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-040-034,CSE-040,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-040-035,CSE-040,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-036,CSE-040,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-040-037,CSE-040,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-040-038,CSE-040,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-039,CSE-040,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-040,CSE-040,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-041,CSE-040,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-040-042,CSE-040,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-040-043,CSE-040,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-044,CSE-040,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-040-045,CSE-040,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-040-046,CSE-040,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-040-047,CSE-040,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-040-048,CSE-040,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-049,CSE-040,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-040-050,CSE-040,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-040-051,CSE-040,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-040-052,CSE-040,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-040-053,CSE-040,Domain Controller (AD),LOW,Identity and Access Management,Staging,ACTIVE
AST-CSE-040-054,CSE-040,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-055,CSE-040,Core Banking Switch,LOW,Payment Processing Engine,Staging,ACTIVE
AST-CSE-040-056,CSE-040,NextGen Firewall,MEDIUM,Perimeter Defense,DR,ACTIVE
AST-CSE-040-057,CSE-040,OT Engineering Workstation,MEDIUM,Substation Automation,DR,ACTIVE
AST-CSE-040-058,CSE-040,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-040-059,CSE-040,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-040-060,CSE-040,SIEM Collector Node,MEDIUM,Telemetry Aggregation,DR,ACTIVE
AST-CSE-040-061,CSE-040,Domain Controller (AD),LOW,Identity and Access Management,Production,ACTIVE
AST-CSE-040-062,CSE-040,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-040-063,CSE-040,Web Application Server,LOW,Customer Portal,Staging,ACTIVE
AST-CSE-040-064,CSE-040,Core Banking Switch,LOW,Payment Processing Engine,DR,ACTIVE
AST-CSE-040-065,CSE-040,NextGen Firewall,LOW,Perimeter Defense,DR,ACTIVE
AST-CSE-040-066,CSE-040,OT Engineering Workstation,MEDIUM,Substation Automation,Production,ACTIVE
AST-CSE-040-067,CSE-040,Web Application Server,MEDIUM,Customer Portal,Staging,ACTIVE
AST-CSE-040-068,CSE-040,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-040-069,CSE-040,Web Application Server,MEDIUM,Customer Portal,DR,ACTIVE
AST-CSE-040-070,CSE-040,NextGen Firewall,MEDIUM,Perimeter Defense,DR,ACTIVE
AST-CSE-040-071,CSE-040,SIEM Collector Node,MEDIUM,Telemetry Aggregation,Staging,ACTIVE
AST-CSE-040-072,CSE-040,NextGen Firewall,MEDIUM,Perimeter Defense,DR,ACTIVE
AST-CSE-040-073,CSE-040,NextGen Firewall,LOW,Perimeter Defense,Staging,ACTIVE
AST-CSE-040-074,CSE-040,SIEM Collector Node,LOW,Telemetry Aggregation,DR,ACTIVE
AST-CSE-040-075,CSE-040,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-040-076,CSE-040,Core Banking Switch,LOW,Payment Processing Engine,DR,ACTIVE
AST-CSE-040-077,CSE-040,Web Application Server,LOW,Customer Portal,Production,ACTIVE
AST-CSE-040-078,CSE-040,NextGen Firewall,LOW,Perimeter Defense,Production,ACTIVE
AST-CSE-040-079,CSE-040,Core Banking Switch,MEDIUM,Payment Processing Engine,Staging,ACTIVE
AST-CSE-040-080,CSE-040,Relational Database Server,LOW,Transactional Database,Production,ACTIVE
AST-CSE-041-001,CSE-041,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-041-002,CSE-041,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-041-003,CSE-041,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-004,CSE-041,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-041-005,CSE-041,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-041-006,CSE-041,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-007,CSE-041,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-008,CSE-041,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-041-009,CSE-041,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-010,CSE-041,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-011,CSE-041,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-012,CSE-041,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-013,CSE-041,SIEM Collector Node,CRITICAL,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-014,CSE-041,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-041-015,CSE-041,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-041-016,CSE-041,NextGen Firewall,CRITICAL,Perimeter Defense,Production,ACTIVE
AST-CSE-041-017,CSE-041,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-041-018,CSE-041,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-041-019,CSE-041,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-020,CSE-041,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-021,CSE-041,SCADA RTU / PLC,CRITICAL,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-022,CSE-041,OT Engineering Workstation,CRITICAL,Substation Automation,Production,ACTIVE
AST-CSE-041-023,CSE-041,Relational Database Server,CRITICAL,Transactional Database,Production,ACTIVE
AST-CSE-041-024,CSE-041,Domain Controller (AD),CRITICAL,Identity and Access Management,Production,ACTIVE
AST-CSE-041-025,CSE-041,Core Banking Switch,CRITICAL,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-026,CSE-041,Web Application Server,CRITICAL,Customer Portal,Production,ACTIVE
AST-CSE-041-027,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-028,CSE-041,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-029,CSE-041,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-030,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-031,CSE-041,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-041-032,CSE-041,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-033,CSE-041,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-041-034,CSE-041,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-041-035,CSE-041,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-041-036,CSE-041,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-037,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-038,CSE-041,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-039,CSE-041,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-040,CSE-041,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-041-041,CSE-041,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-041-042,CSE-041,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-041-043,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-044,CSE-041,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-041-045,CSE-041,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-041-046,CSE-041,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-041-047,CSE-041,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-041-048,CSE-041,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-049,CSE-041,NextGen Firewall,HIGH,Perimeter Defense,Production,ACTIVE
AST-CSE-041-050,CSE-041,OT Engineering Workstation,HIGH,Substation Automation,Production,ACTIVE
AST-CSE-041-051,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-052,CSE-041,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-041-053,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-054,CSE-041,SIEM Collector Node,HIGH,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-055,CSE-041,Core Banking Switch,HIGH,Payment Processing Engine,Production,ACTIVE
AST-CSE-041-056,CSE-041,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-041-057,CSE-041,Web Application Server,HIGH,Customer Portal,Production,ACTIVE
AST-CSE-041-058,CSE-041,Relational Database Server,HIGH,Transactional Database,Production,ACTIVE
AST-CSE-041-059,CSE-041,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-060,CSE-041,SCADA RTU / PLC,HIGH,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-061,CSE-041,Domain Controller (AD),HIGH,Identity and Access Management,Production,ACTIVE
AST-CSE-041-062,CSE-041,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Production,ACTIVE
AST-CSE-041-063,CSE-041,SIEM Collector Node,MEDIUM,Telemetry Aggregation,DR,ACTIVE
AST-CSE-041-064,CSE-041,Relational Database Server,LOW,Transactional Database,Production,ACTIVE
AST-CSE-041-065,CSE-041,NextGen Firewall,MEDIUM,Perimeter Defense,Production,ACTIVE
AST-CSE-041-066,CSE-041,Relational Database Server,LOW,Transactional Database,Staging,ACTIVE
AST-CSE-041-067,CSE-041,Web Application Server,MEDIUM,Customer Portal,DR,ACTIVE
AST-CSE-041-068,CSE-041,Relational Database Server,LOW,Transactional Database,DR,ACTIVE
AST-CSE-041-069,CSE-041,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,DR,ACTIVE
AST-CSE-041-070,CSE-041,SIEM Collector Node,LOW,Telemetry Aggregation,DR,ACTIVE
AST-CSE-041-071,CSE-041,OT Engineering Workstation,MEDIUM,Substation Automation,DR,ACTIVE
AST-CSE-041-072,CSE-041,Web Application Server,LOW,Customer Portal,DR,ACTIVE
AST-CSE-041-073,CSE-041,Domain Controller (AD),MEDIUM,Identity and Access Management,DR,ACTIVE
AST-CSE-041-074,CSE-041,SIEM Collector Node,LOW,Telemetry Aggregation,DR,ACTIVE
AST-CSE-041-075,CSE-041,Web Application Server,LOW,Customer Portal,Production,ACTIVE
AST-CSE-041-076,CSE-041,Domain Controller (AD),MEDIUM,Identity and Access Management,Staging,ACTIVE
AST-CSE-041-077,CSE-041,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
AST-CSE-041-078,CSE-041,SCADA RTU / PLC,MEDIUM,Industrial Control Gateway,Staging,ACTIVE
AST-CSE-041-079,CSE-041,Domain Controller (AD),MEDIUM,Identity and Access Management,DR,ACTIVE
AST-CSE-041-080,CSE-041,OT Engineering Workstation,LOW,Substation Automation,Production,ACTIVE
AST-CSE-041-081,CSE-041,Web Application Server,LOW,Customer Portal,Staging,ACTIVE
AST-CSE-041-082,CSE-041,NextGen Firewall,MEDIUM,Perimeter Defense,Staging,ACTIVE
AST-CSE-041-083,CSE-041,SIEM Collector Node,LOW,Telemetry Aggregation,Production,ACTIVE
AST-CSE-041-084,CSE-041,Core Banking Switch,MEDIUM,Payment Processing Engine,DR,ACTIVE
AST-CSE-041-085,CSE-041,OT Engineering Workstation,LOW,Substation Automation,Staging,ACTIVE
